Unnamed: 0,id,category,subcategory,title,abstract,provider
44700,N5326,sports,football_nfl,Tom Brady explains why he's angry at this point in the football season,"New England Patriots quarterback Tom Brady wasn't happy on Monday morning. That much was clear when he logged on for his call with WEEI sports radio. But he wasn't sad, even if he sounded a little down after his team's 37-20 loss to the Baltimore Ravens on Sunday night. ""I'm more angry. I'm just an angry football   I'm like an angry during football season. It's always kind of at a boil   just below boil. It doesn't take much to push me over the...",usatoday
44764,N45124,news,newsopinion,The News In Cartoons,News as seen through the eyes of the nation's editorial cartoonists.,usnews
44773,N1940,news,newsus,Officer in viral-video shoplifting incident to be fired: Police chief,"The police chief of Phoenix said the Disciplinary Review Board's recommendation of a six-week unpaid suspension was not ""sufficient"" for Officer Chris Meyer.",abcnews
45081,N87788,tv,tv-celebrity,Ian Ziering's Wife Erin Ludwig Files for Divorce Days After Split Announcement,Ian Ziering's Wife Erin Ludwig Files for Divorce,people
45305,N82492,sports,baseball_mlb,Where was Gerrit Cole in World Series Game 7?,,yahoo
45454,N81921,foodanddrink,foodnews,Chick-fil-A Apologizes to Customers for Promoting National Sandwich Day   Which Is on a Sunday,Chick-fil-A Apologizes for Promoting National Sandwich Day,people
46019,N98095,news,newscrime,5 charged in alcohol poisoning death of UC Irvine fraternity brother,"Five young men have been charged in connection with the death of their fraternity brother, who succumbed to alcohol poisoning after a booze-soaked party this year.",abcnews
46523,N96185,finance,finance-companies,Feds probing Under Armour's accounting practices,Investigation reportedly examining whether the struggling retailer shifted quarterly sales to burnish its earnings,wsj
46573,N87281,news,newsus,Georgia ex-policeman sentenced to 12 years in prison in shooting of unarmed black man,Georgia ex-policeman sentenced to 12 years in prison in shooting of unarmed black man,reuters
46647,N71643,news,newsworld,Amelia Bambridge: Body of missing backpacker found in sea,"The body of a 21-year-old British backpacker who went missing after a beach party on a Cambodian island has been found, according to the charity assisting her family.",bbc.co.uk
46948,N12724,sports,basketball_nba,Report: Timberwolves 'fuming' over NBA's ruling in Karl-Anthony Towns-Joel Embiid fight,The Timberwolves reportedly wanted Ben Simmons punished. Their grievances apparently didn't end there.,nba.nbcsports
47230,N110258,lifestyle,lifestylehomeandgarden,12 Fall Landscaping Mistakes to Know and Avoid,"Whether you have a green thumb when it comes to your home garden, or you can hardly tell the difference between a rose and a weed, you should know that there are certain landscaping tasks that need to be done right to keep your home exterior looking its best. But to do that, you must avoid the most common fall landscaping blunders.",safarilandscapedesigns
47231,N66851,lifestyle,lifestyleroyals,"Sophie, Countess of Wessex Shares Her Very Personal Nickname for Her Mother-in-Law, the Queen!",Sophie Countess of Wessex Calls Queen Elizabeth 'Mama',people
47247,N36246,news,newsus,Unprecedented movement detected on California earthquake fault capable of 8.0 temblor,"A major California fault capable of producing a magnitude 8 earthquake has begun moving for the first time on record, a result of this year's Ridgecrest earthquake sequence destabilizing nearby faults, Caltech scientists say in a new study released in the journal Science on Thursday. In the modern historical record, the 160-mile-long Garlock fault on the northern edge of the Mojave Desert has never been observed to produce either a strong...",latimes
47326,N79344,video,animals,Dog kicks cat out of his bed,"Ranger is fed up with his cat friend, Tux, always laying on his bed! So he decided to take action and use a more ""forceful"" approach to get rid of the feline.",buzzvideos
47489,N119126,foodanddrink,foodnews,Foie Gras Is Banned by New York City,"Lutèce served it seared, with dark chocolate sauce and bitter orange marmalade. Le Cirque offered it in classic terrine form, but also served it with rabbit and bacon and made it the scene-stealer in a ravioli dish. But Lutèce closed in New York in 2004. Le Cirque shut its last Manhattan location in 2017. And foie gras, the calling card of fine French dining, is about to follow suit. The New York City Council overwhelmingly passed legislation on...",cnn
47506,N36094,video,animals,Puppy's priceless reaction after seeing owner wear facial mask,Looks like this puppy is a little confused after spotting his owner wearing a facial mask.,youtube
47562,N63174,entertainment,entertainment-celebrity,Celebs celebrate Halloween 2019,Here's how the stars dressed up while celebrating Halloween this year!,people
47836,N70067,weather,weathertopstories,The ice used to protect them. Now their island is crumbling into the sea.,"Shrinking ice, rising sea levels and fierce storms are damaging the Magdalen Islands. Residents are trying to fend off the water in some places, and retreat from it in others.",washingtonpost
47875,N4555,movies,movies-celebrity,"Adam DeVine Is Engaged to Actress Chloe Bridges! 'Have Fun Planning the Wedding,' He Jokes",Adam DeVine Is Engaged to Actress Chloe Bridges,people
48046,N63066,news,newsus,Buffalo Wild Wings fires workers allegedly involved in racist incident,"Multi-racial group of 18 in Naperville, Illinois eatery was allegedly asked to move tables to get farther from frequent diner who was ""racist""",cbsnews
48591,N95150,lifestyle,lifestylebuzz,Daughters stage wedding photo shoot and first dance with dying dad,Our hope is that it inspires someone else to be able to take the time to change their perspective of something awful and make it beautiful.,people
48698,N50176,sports,football_ncaa,"Opinion: Willie Taggart's catchphrase is 'Do Something,' and FSU did by firing him","By FSU standards, recruiting was just OK. The product on the field was substandard. Taggart inherited problems but it's clear he could not fix them.",usatoday
48754,N2686,news,newsworld,Photos of the Day,Our top photos from the last 24 hours.,standard.co.uk
48948,N16125,lifestyle,lifestylesmartliving,Older people's most common regrets,"For many, growing older and entering the ""golden years"" is a time of celebration. Worries about career are often over, their homes are paid off, and they have ample time to enjoy their families or favourite activities. But for many others, the passage of time is just a reminder of all the things they haven't done, or wish they'd done differently. These are the most common regrets older people have.",bestlifeonline
49068,N42718,sports,football_nfl,"What Tom Brady, Lamar Jackson Told Each Other After Patriots-Ravens",Tom Brady offered credit where it was due Sunday night in Baltimore. The Ravens handed Brady and the Patriots their first loss of the season in Week at M amp T Bank Stadium. The primetime,nesn
49245,N67623,news,newsus,These 4 words are the key to becoming rich,"It's surprisingly simple advice, but it will have you on your way to an increased net worth.",fool
49596,N23264,news,newsus,Mississippi woman found after being missing for days by writing S.O.S. with rocks,"S.O.S spelled out with rocks saved a woman missing in a national park for days, according to a release from the National Park Service.",cnn
49842,N18389,foodanddrink,foodnews,Panera Bread worker fired after TikTok exposed frozen mac and cheese,"On Friday, the poster said on Twitter that she was fired for the video, showing her place a frozen bag of macaroni and cheese into a vat of hot water.",cbsnews
49976,N106469,foodanddrink,videos,How to Make a Tri-Tip Roast,"If it's an easy and budget-friendly recipe for entertaining you seek, look no further than this succulent beef tri tip roast. The highly affordable cut of beef is elevated with a dreamy compound butter made with porcini mushrooms, lemon, and shallot.",bhg
50153,N16173,sports,basketball_nba,2nd sister of Knicks' Bullock killed in Baltimore,"The second sister of NBA player Reggie Bullock was shot and killed in Baltimore, five years after his first sister was stabbed to death.",nbcnews
50520,N112615,foodanddrink,tipsandtricks,21 Costco Bulk Buys to Score for Thanksgiving,"Thanksgiving is fast approaching, and the time is nigh for resurfacing that gravy boat and thinking about how many extra leaves you need for the dining table. This particular holiday is a favorite for many people, including me and mine, but also a stressful one, because getting a big meal with lots of components on the table is not instinctual for even the most perfectly capable cooks. There is a lot to say about being more prepared and relaxed...",food52
50528,N4857,news,newscrime,"'Habitual stowaway' arrested again at O'Hare, Chicago police say","A woman arrested at O'Hare International Airport on Friday night was identified by Chicago police as ""known habitual stowaway"" Marilyn Hartman.",cnn
50763,N108217,lifestyle,lifestyleroyals,Kate Middleton Wears Same Hat Diana Wore as She and Prince William Head to Pakistan Mountains,Kate Middleton and Prince William Visit Melting Glacier Pakistan,yahoo
50886,N87405,news,newspolitics,Democrats Win Control in Virginia and Claim Narrow Victory in Kentucky Governor's Race,Democrats won complete control of the Virginia government for the first time in a generation.,nytimes
51190,N93963,sports,football_nfl,NFL suspends ex-Ravens RB Collins 3 games for spring arrest,,yahoo
51280,N88075,entertainment,celebrity,"Ben Affleck has a new girlfriend after using the Raya dating app, plus more celeb love life news for late October 2019","Meg Ryan and John Mellencamp call it quits, Halsey and Evan Peters get serious, James McAvoy weds, Meghan King Edmonds accuses hubby of cheating and more.",abc.net.au
51490,N74996,sports,football_ncaa,"Bill Plaschke: Mike Bohn brings USC integrity, which means he can't hire Urban Meyer","LOS ANGELES_You ever heard of Mike Bohn? Me neither, and that's a good thing. The University of Southern California is apparently set on naming Bohn as its new athletic director, the smart hiring of a man who embodies the most important attribute for the new leader of the Trojans family. He's a complete stranger. He never played football at USC. He never coached football at USC. He never ...",latimes
51532,N49262,video,popculture,Singer stands up to heckler who told her to take shirt off,"After being heckled on stage and told to ""free the nips"" at a concert in Texas, singer Maggie Rogers voiced her anger about the harassment.",cnn
52185,N50645,movies,movies-celebrity,"Judge: Brad Pitt, others can be sued over New Orleans homes","The Times-Picayune/ The New Orleans Advocate reports Pitt and other foundation directors asked the court to remove them from the lawsuit, saying they weren't personally responsible for the construction.",apnews
52593,N116703,news,newsworld,"Trump Calls for Control, Use of Syrian Oil Fields",President Trump said that he is planning to keep a small number of troops in northeast Syria to protect the oil fields there and suggested that an American company might help the Syrian Kurds develop the oil for export.,npr
52749,N116438,health,weightloss,'Pioneer Woman' star Ree Drummond shows off weight loss in new selfie,Ree Drummond is known for her skills in the kitchen but now she's a gym pro as well. The 50-year-old says she went down a pants size thanks to hard work.,foxnews
52828,N27849,sports,baseball_mlb,"Cubs expected to hire David Ross as manager, report says",The longtime MLB catcher had been considered the frontrunner to replace Joe Maddon in Chicago.,sportingnews
52930,N127530,finance,finance-top-stocks,Caterpillar just flashed the latest warning sign for the global economy,The construction equipment titan   a bellwether for global industry   posted a 6% drop in sales and an 8% drop in profit per share.,businessinsider.in
52940,N111739,sports,football_nfl,"So, just how good is the Patriots' defense?","New England's defense compares favorably to that of virtually any team in decades, if not in the history of the NFL.",bostonglobe
53100,N114571,movies,movies-celebrity,Bruce Willis brought Demi Moore to tears after reading her book,Demi wasn't sure how her ex would feel about her book until he called her.,wonderwall
53126,N50012,lifestyle,lifestylecelebstyle,Kate Beckinsale is a knockout in corset dress adorned with white feathers at 'Farming' premiere,Kate Beckinsale isn't too chicken to wear head-to-toe feathers.,yahoo
53250,N40228,sports,football_nfl,"Newly Signed Raven Makes Comeback After Losing Job, Ring",,patch
53297,N107441,finance,markets,Jeff Bezos is set to lose his crown as world's richest person,"Jeff Bezos is about to relinquish the title of world's richest person to Bill Gates, as Amazon.com Inc. stock tumbled in late trading Thursday.",bnnbloomberg.ca
53454,N27673,news,newspolitics,How Elijah Cummings' unexpected death could affect the impeachment inquiry,New York Democrat Carolyn Maloney takes over as chair of the House Oversight and Reform Committee and will play a key role in the impeachment inquiry.,usatoday
53508,N13996,sports,football_ncaa,Shea Patterson had his eyes gouged by Penn State defenders during touchdown,"After having his eyes gouged at the goal line, Michigan QB Shea Patterson said, ""I was screaming for my life for a second.""",sportingnews
53679,N127916,news,newsus,"Hours before passing, Elijah Cummings signed subpoenas directed to two US immigration agencies","In one of his last official acts before his death, the late House Oversight and Reform Committee Chairman Elijah Cummings signed two subpoenas for documents related to a temporary end to a policy change that allowed some immigrants with severe health issues to remain in the US.",cnn
53944,N34468,news,newsus,New York lawmakers are considering a ban on tackle football for kids under 12,"Several states, including Massachusetts and New Jersey, have similar bills.",usatoday
54132,N68097,news,newscrime,Felicity Huffman Smiles as She Begins Community Service Following Prison Release,The 56-year-old actress was released from prison last month.,etonline
54141,N123002,news,newscrime,Jennifer Dulos Case: Latest Fotis Dulos Court Motion Is 'Cruel',"Spokesperson Carrie Luft says that the latest theory from Fotis Dulos' attorney, Norm Pattis, is designed to ""inflict pain.""",stamfordadvocate
54216,N94765,finance,finance-companies,Walmart kicks off holiday sales earlier than ever,Walmart is launching its holiday sales earlier than ever and touting its new offer of free next-day delivery as it prepares for a short shopping season.,huffpost
54578,N42703,tv,tv-celebrity,Uh-Oh! Carrie Ann Inaba Falls on 'Dancing With the Stars',Uh-Oh! Carrie Ann Inaba Falls on 'Dancing With the Stars',youtube
54644,N19175,news,newspolitics,Stephanie Grisham says Trump was serious about fireside chat to read Ukraine call,"White House press secretary Stephanie Grisham did not shoot down the prospect of a nationally televised ""fireside chat.""",politico
54670,N9254,autos,autossports,Toyota Supra vs. Ford Mustang Shelby GT350: Kicking Tail!,Toyota's new sports coupe goes Head 2 Head against Ford's updated pony.,motortrend
54895,N36573,entertainment,entertainment-celebrity,"Meghan King Edmonds, Jim Edmonds' Nanny Denies Cheating Allegations","Meghan King Edmonds, Jim Edmonds' Nanny Denies Cheating Allegations",people
55054,N24885,travel,travelnews,"Doing it for the 'gram? Royal Caribbean says no to that, bans guests for life","Doing it for the 'gram? Royal Caribbean Cruises doesn't seem to think that's a good idea, particularly when it's dangerous.",usatoday
55109,N62800,finance,finance-real-estate,9 renovation tips to boost resale value,"Making the right renovation decisions can help you sell your house quicker, and for more money.",bobvila
55366,N85103,news,newspolitics,Election Day 2019: Most Important Races and What to Watch For,"In elections that will determine policy, the political makeup of state legislatures and who lives in governors' mansions, voters will head to the polls Tuesday in states across the country.",cnn
55773,N78130,lifestyle,lifestyleroyals,This Is What Queen Elizabeth Is Doing About the Prince William-Prince Harry Feud,"According to royal insiders, Queen Elizabeth has directed Prince Charles to put a stop to the feud between William and Harry. Here's why she's so worried.",vanityfair
55894,N110373,news,newspolitics,Trump goes on Twitter tear after White House official condemns his Ukraine call,President Donald Trump launched a sustained online offensive after details emerged of damaging congressional testimony by a senior White House official.,politico
56054,N9375,tv,tv-celebrity,"Woman, suspect dead at 'Tarzan' actor Ron Ely's California residence","Ron Ely, who portrayed Tarzan in the TV series in the 60s, was not harmed and is alive and well, a sheriff's office spokesman said.",nbcnews
56057,N60243,video,viral,Airport jet bridge smashes into vehicles on tarmac,A storm with 53 mph winds caused a jet bridge to swing into several vehicles at Memphis International Airport.,cnn
56207,N454,tv,tv-celebrity,"'Tarzan' Actor Ron Ely: Actor's son allegedly killed his mother before deputies shot and killed him, sheriff's office says","The son of ""Tarzan"" actor Ron Ely killed his mother before he was shot and killed by deputies on Tuesday, according to the Santa Barbara County Sheriff's Office.",cnn
56360,N69955,lifestyle,lifestylebuzz,"Want cash back? There's now a fee for that at QFC, Fred Meyer stores","Customers will now have to pay a fee if they get cash back at the checkout when shopping at QFC and Fred Meyer stores. The fee, which ranges from $0.50 - $6, began this week. ""This service is very popular for customers and we process millions of transactions every year,"" Kroger spokesperson Kelli McGannon said in an email to KING 5. ""Unfortunately, we cannot continue to offer the service for free due to the high demand in processing/labor cost.""...",king5
56409,N27234,sports,football_nfl,"Yes, Tom Brady's frustrated, and management deserves blame for that",Poor planning has left Brady with less-than-optimum options to throw the ball to.,bostonglobe
56862,N31079,lifestyle,lifestylebuzz,This Foster Kitten Smiling for a Photo Will Make Your Friday,Blossom the cat clearly loves her new foster family. Photos of the kitten smiling for the camera have gone viral and melted hearts everywhere.,ndtv
57367,N9953,news,newspolitics,Trump and allies try to undermine impeachment witness Vindman's credibility,"Some Trump supporters stressed that the witness   Lt. Col. Alexander Vindman, a part of the National Security Council   was born in Ukraine.",nytimes
57455,N12614,travel,travelnews,14 of the world's most terrifying airport runways,"From an island where the runway ends on a popular beach to a runway made of ice in Antarctica, these airports are why airplanes have sick bags.",insider
57470,N85722,music,musicnews,"Fans, celebrities mourn death of K-pop star Sulli",Fans and fellow performers on Tuesday mourned the death of a K-pop star Sulli.,france24
57489,N90578,news,newsus,Outer Banks storms unearth old shipwreck from 'Graveyard of the Atlantic',"A recent storm on the Outer Banks unearthed an old shipwreck buried on the beach in Hatteras Island. A local bar shared photos of the old wooden ship in its final resting place in the area known as ""The Graveyard of the Atlantic."" ""A Wreck across the street from The Wreck! A lot of sand has washed out with this Nor'Easter & look what's been exposed!"" The Wreck Tiki Bar in Hatteras, North ...",fredericksburg
57606,N44976,news,newspolitics,Trump's Opposition to 'Endless Wars' Appeals to Those Who Fought Them,"A majority of veterans regret the wars fought after the attacks of Sept. 11, 2001. President Trump and Congress are listening.",nytimes
58051,N14567,sports,football_nfl,It's a mixed bag for the Chiefs in Week 9's NFL power rankings,"With half of the season's games in the books, rankings for the Chiefs are all over the map",arrowheadpride
58413,N82747,lifestyle,lifestyleroyals,Meghan Markle's Leather Pencil Skirt is a Powerful Statement Piece,Meghan Markle stepped out for an important guest panel appearance in a maroon long-sleeved top with an eye-catching red leather pencil skirt.,hellomagazine
58654,N66190,news,newsus,Mountain skeleton may be man from Japanese internment camp,"In the closing days of World War II, a Japanese American set out with other men from the infamous internment camp at Manzanar on a trip to the mountains, where he went off on his own to paint a watercolor and got caught in a freak summer snowstorm.",apnews
58945,N59952,news,newspolitics,Justice Dept. trying to finish report on Russia probe before Thanksgiving,Attorney General William Barr is scheduled to meet with Sen. Lindsey Graham on Wednesday to discuss the report's rollout.,washingtonpost
58960,N115743,video,viral,James Mattis mocks Trump's bone spurs,"Former Defense Secretary James Mattis makes light of President Trump calling him ""the world's most overrated general"" during his keynote address at the annual Al Smith dinner, a philanthropic event where roasts are tradition.",nytimes
59108,N121550,news,newsus,Nearly $400M worth of cocaine and marijuana intercepted by US Coast Guard,"The U.S. Coast Guard announced that it seized nearly $367 million of cocaine and about 11,000 pounds of marijuana worth an estimated $10.1 million at a Florida port.",cbsnews
59242,N48833,foodanddrink,quickandeasy,85 Thanksgiving Recipes You Can Make Ahead,Short on time? Running out of oven space? Here are some make-ahead dishes for a seamless feast.,bonappetit
59376,N106739,news,newscrime,"Texas officer shot during traffic stop, 2 suspects held","Authorities say a North Texas police officer is in critical but stable condition after being shot during a traffic stop, and two suspects who fled were later taken into custody and hospitalized with gunshot wounds.",apnews
59378,N42974,news,newsus,Family of missing teen desperate for answers: 'She would never not contact somebody',The father of missing college student Aniah Haley Blanchard spoke exclusively to ABC News.,abcnews
59381,N60457,lifestyle,lifestylebuzz,"A couple's attempt to re-create a picture-perfect engagement photo with a bottle of Champagne totally backfired, but the result is going viral","Alyssa Snodsmith, 24, and Collin Hewett, 23, shared their failed attempt to recreate a Pinterest picture for their engagement photo.",insider
59444,N93049,news,newspolitics,Mitch McConnell snubbed by Elijah Cummings' pallbearer in handshake line at U.S. Capitol ceremony,A pallbearer appeared to refuse to shake Mitch McConnell's hand as Rep. Elijah Cummings was lying in state at the Capitol.,people
59853,N46271,news,newspolitics,Politicians and Pundits React on Twitter After Donald Trump Confirms ISIS Leader Al-Baghdadi's Death,"Al Baghdadi spread 'fire and brimstone' on earth; now he feels it for himself in hell, GOP Senator Mitt Romney tweeted.",newsweek
60264,N72094,news,newsworld,"After Baghdadi raid, Syria villagers tell of quiet neighbour","In the middle of the night amid the olive trees of northwest Syria, Abu Ahmad heard soldiers ""speaking a foreign language"" attack the home next door. Separated from the scene of the raid by a row of olive trees, two houses were visible nearby.",france24
60297,N85821,news,newsus,"NBC staffers harbor doubts about network's leadership over handling of Weinstein, Lauer cases","Rachel Maddow's extraordinary MSNBC segment on Friday   covering the allegations in Ronan Farrow's ""Catch and Kill"" that are roiling NBC News   gave voice to other staffers who have concerns about management.",cnn
60454,N43087,tv,tv-reviews,'The Little Mermaid Live!': TV Review,"ABC's ""hybrid format"" live performance of the Disney classic spent more time replaying moments from the original film than staging a grand musical spectacular.",npr
60626,N92655,lifestyle,lifestylebuzz,"Bed, Bath and Beyond Pulls 'Blackface Pumpkins From the Shelves",The pumpkins were removed from stores after an upstate New York community filed complaints.,usatoday
60684,N85484,sports,football_nfl,NFL world reacts to officials handing Packers win over Lions,"It's a regular occurrence for NFL officiating to cause controversy, with the Packers seeming to benefit from a questionable call against Lions defensive end Trey Flowers.",cbssports
60790,N115006,news,newscrime,Hundreds mourn slain girl at funeral in Alabama's major city,Hundreds of people packed an Alabama church to overflowing Sunday for the funeral of a girl who police say was killed after being kidnapped from a birthday party.,apnews
60854,N121652,sports,soccer,Pregnant U.S. women's soccer star Alex Morgan still plans to play in 2020 Summer Olympics,"Alex Morgan, a key member of the 2019 women's World Cup championship team, hopes to play in the 2020 Olympics despite expected a baby in April.",usatoday
60880,N113582,finance,markets,Why would the Fed cut rates again with stocks near records?,A scant few think that Jerome Powell & Co. will opt not to cut interest rates next week for a third time in as many gatherings of the rate-setting Federal Open Market Committee on Wednesday.,barrons
61452,N121878,autos,autosenthusiasts,EarthRoamer XV-HD Super Camper Can Be Yours for $1.7 Million,The ultimate RV for the end of days.,motortrend
61535,N128483,news,newsus,"1 dead, 8 others hospitalized in Salmonella outbreak likely tied to ground beef",The CDC said the latest Salmonella outbreak is not tied to one type or brand of ground beef.,abcnews
61572,N40742,entertainment,celebrity,THEN AND NOW: What all your favorite '90s stars are doing today,These heartthrobs and fan favorites made the 1990s one of the best decades of the century. Here's what they're up to now.,insider
61579,N90472,health,fitness,I Took the 30-Day Squat Challenge and Here's What Happened,"I completed more than 3,000 squats, which is at least 2,900 more than I would have normally done.",beachbodyondemand
61595,N48188,travel,traveltripideas,45 Abandoned Places Around the World That Are Eerily Beautiful,It's okay to be awed and creeped out at the same time.,cntraveler
61708,N6565,health,nutrition,Olive Garden Actually Has A Ton Of Keto-Friendly Options That Aren't Sauce On A Plate,You just have to follow this mix-and-match formula.,healthline
61744,N85063,health,weightloss,Jess Lost 75 Pounds Without Counting Calories and Did This 1 Inspiring Thing Before Every Meal,"Jess Dukes makes a list of her ""whys"" and reads them before every meal and every workout.",nbcnews
61786,N120089,lifestyle,shop-holidays,The Hottest Tech Gifts This Holiday Season,"If you need tech gifts for people on your list this holiday season but don't know what's affordable   while still being useful and maybe even dazzling   consult this list. We've got devices that will please television watchers, music lovers, fitness fans, gamers, neat freaks, and more, as well as smart-home users.",nymag
61792,N73137,lifestyle,shop-holidays,Here Are the Biggest Deals We're Anticipating for Black Friday,"The Black Friday deals for 2019 have already begun leaking out. Get a sneak peek at what to expect from popular retailers like Costco, Walmart, and Best Buy. Browse our guide and use it to plan your attack for the biggest shopping event of the year.",cnn
61829,N101997,health,nutrition,"I Stopped Eating Dairy, Sugar, and Gluten For 21 Days - Here's What Happened After","I was interested in trying the Clean Program, especially because Dr. Junger explained that the program could help people identify foods that were causing irritation, improve digestion, improve your skin, and give you more energy.",foodmatters
61848,N18190,lifestyle,shop-holidays,30 Best Black Friday Deals from Costco,"Costco members love shopping at the warehouse store, and they'll love shopping there for holiday gifts just as much.",blackfriday
61872,N119394,foodanddrink,tipsandtricks,This Is the Best Supermarket in Your State,Think you can you guess which one is yours?,eatthis
61873,N64926,lifestyle,shop-holidays,50 Unique Holiday Gift Ideas for Him Under $50,"From gadgets for grooming to games, food, and more, these thoughtful gifts are sure to impress the men in your life. Find the perfect gift for him, whether he's an outdoorsman or fitness enthusiast, home chef or gadget lover, or just a kid at heart. These inexpensive gift options offer plenty of variety.",mensjournal
62051,N100193,health,nutrition,The Truth About Drinking Apple Cider Vinegar for Weight Loss,An expert explains why it's not a quick fix.,harvard
62095,N32756,health,medical,"This Is What Happens When You Take Ibuprofen Too Often, According to a Doctor",,medicalnewstoday
62110,N51080,lifestyle,lifestyleroyals,Disappointing photos that show what royal life is really like,Life as a royal has its challenges.,insider
62149,N62427,music,music-gallery,Highest paid musicians in 2019,"The music industry has become increasingly dynamic in a world of visual albums, mixtapes, collaboration albums, and more and more streaming. With all of these moving parts, it's difficult to understand how much musicians are actually making. Stacker collected 2018 Billboard data rankings released in July 2019 that show the top 40 paid musicians in the world.",forbes
62168,N95683,tv,tv-celebrity,See Every Amazing Throwback Photo Kim Kardashian Has Shared with the World,Every Amazing Kim Kardashian Throwback Photo Shared by the Star Herself,people
62185,N116989,entertainment,celebrity,Celeb couples with big age gaps,Age is just a number for some stars!,pagesix
62226,N8223,entertainment,entertainment-celebrity,Celebrity kids then and now: See how they've grown,"See what the children of Bobby Cannavale, Ray Liotta, Jude Law, Jamie Foxx, Sylvester Stallone, James Gandolfini and more stars look like now.",insider
62246,N13761,entertainment,entertainment-celebrity,Celebrity plastic surgery transformations,"See how stars like Sharon Osbourne, Cardi B, Pauly D, Kim Zolciak-Biermann, Gisele Bundchen, Kanye West and others have altered their looks.",harpersbazaar
62251,N51450,finance,finance-taxes,9 Types of Retirement Income That Are Tax-Free,"Believe it or not, there are lots of things Uncle Sam can't touch   so long as you play by the rules.",forbes
62290,N77225,news,newsphotos,"Inside the world's largest plane, which has a wingspan longer than a football field and a mysterious new owner","The Stratolaunch is 238 feet long, 50 feet tall, and has a 385-foot wingspan. It made its first flight in April.",businessinsider
62435,N28442,health,voices,"My Doctors Told Me I Had IBS. 4 Years Later, I Found out It Was a Completely Different Disorder","One in three women has this disorder, and it often goes undiagnosed.",prevention
62442,N29315,entertainment,celebrity,Celebs turning 60 in 2019,"See Marie Osmond, Jason Alexander, Emma Thompson, Simon Cowell and more stars who were born in 1959.",wonderwall
62454,N129040,health,voices,I Did a Plank Every Day for 3 Months With My Husband and It Helped More Than Just My Core,We're sticking with this new healthy habit because there's a side benefit to our relationship.,yahoo
62607,N26703,sports,football_nfl,"Some believe Mason Rudolph, hit in head with his own helmet, isn't getting enough blame",,yahoo
62699,N12974,health,health-news,Apple bans vaping apps from the App Store,Apple also removed 181 vaping-related apps currently in the App Store.,gizmodo
62724,N93130,news,newsscienceandtechnology,Napoleon Bonaparte's general believed unearthed in Russia,"A one-legged skeleton unearthed by a team of archaeologists is believed to be one of Napoleon Bonaparte's generals, Charles-Etienne Gudin, according to a French historian and former soldier.",cnn
62746,N34644,video,animals,Chimpanzee monkeys around on skateboard,"After being rescued at birth and surviving ill health, Lambani the chimpanzee lives happily at the Zoological Wildlife Foundation in Miami. The carefree chimp has since discovered skateboarding. a pastime he's positively taken to.",youtube
62782,N58465,finance,finance-retirement,Supporting your adult children can ruin your retirement plans,"Prepare your children early in life to be financially independent. If not, your retirement plan may need to include funding your irresponsible adult child's lifestyle, in addition to funding your own retirement.",cnbc
62870,N33983,sports,soccer,"Jorge Vergara, former owner of Chivas USA, dies at 64","Mexican businessman Jorge Vergara   the former owner of the now-defunct Major League Soccer club CD Chivas USA   died Friday in New York of a heart attack. He was 64. Vergara was born in Guadalajara, Jalisco, an expansive city in central Mexico about 200 miles inland from the country's Pacific coast. It's a city known well for its tequila and its soccer team, Club Deportivo Guadalajara, which ...",latimes
62968,N34044,sports,golf,"This is it, this is the luckiest break in the history of golf","Belgium's Thomas Detry was the beneficiary of one of the all-time luckiest bounces you'll ever see in golf, and maybe all of sports.",golfdigest
63179,N120086,autos,autosownership,This Easy Trick Will Defrost Your Car Window In Seconds,Clear off a car window in mere seconds.,familyhandyman
63191,N30206,lifestyle,lifestylebuzz,Cows swept away by Hurricane Dorian found alive   but how?,A trio of wild cows believed to have been swept away by the storm surge from Hurricane Dorian have been found on a nearby island in North Carolina,bbc
63226,N67369,tv,tvnews,Donald Trump Jr. reflects on explosive 'View' chat: 'I don't think they like me much anymore',"After a heated appearance on ""The View"" Thursday, Donald Trump Jr. talked about the experience later that day with Sean Hannity on Fox News.",usatoday
63247,N34516,news,newsworld,Holocaust survivor under guard amid death threats,"Liliana Segre, 89, is assigned two police officers in Italy after hundreds of anti-Semitic messages.",bbc
63251,N114408,news,newscrime,"'You're not a serial killer, right?' victim text messaged man before she died","In testimony, it was revealed that Sarah Butler asked accused murderer Khalil Wheeler-Weaver if he was a serial killer   hours before she died.",independent.co.uk
63266,N100197,news,newsgoodnews,"Man runs race in full SWAT gear, saves a life, then proposes -- all in a matter of moments","The finish line of the Allstate Hot Chocolate 15K Run changed life-as-they-know it for Chicago Police Sgt. Mike Nowacki, his girlfriend, and a complete stranger with ""serendipitous"" timing.",foxnews
63313,N112536,weather,weathertopstories,There's a place in the US where its been over 80 degrees since March,"The Weather Service reports the last time the daily high was below 80 degrees was on March 27 when the high only reached 78 degrees -- which, let's be honest, is still pretty warm.",cnn
63338,N61875,movies,reviews,'The Good Liar': Film Review,Ian McKellen and Helen Mirren play a con artist and the wealthy widow he targets in Bill Condon's London-set thriller.,rottentomatoes
63360,N21018,news,newsus,3 Indiana judges suspended after a night of drinking turned into a White Castle brawl,"Hours before they were to attend an educational conference in Indianapolis, three judges went out drinking for a few hours and decided to walk to a strip joint.",cnn
